"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2004","YEAR","","REGION : MULTI-STATE","","","","","","","","REGION 6 (AR LA NM OK TX)","00000000","","CATTLE","CATTLE, COWS, SLAUGHTER, COMMERCIAL, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","717,700",""
"SURVEY","2003","YEAR","","REGION : MULTI-STATE","","","","","","","","REGION 6 (AR LA NM OK TX)","00000000","","CATTLE","CATTLE, COWS, SLAUGHTER, COMMERCIAL, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","845,400",""
"SURVEY","2002","YEAR","","REGION : MULTI-STATE","","","","","","","","REGION 6 (AR LA NM OK TX)","00000000","","CATTLE","CATTLE, COWS, SLAUGHTER, COMMERCIAL, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","759,300",""
"SURVEY","2001","YEAR","","REGION : MULTI-STATE","","","","","","","","REGION 6 (AR LA NM OK TX)","00000000","","CATTLE","CATTLE, COWS, SLAUGHTER, COMMERCIAL, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","748,900",""
"SURVEY","2000","YEAR","","REGION : MULTI-STATE","","","","","","","","REGION 6 (AR LA NM OK TX)","00000000","","CATTLE","CATTLE, COWS, SLAUGHTER, COMMERCIAL, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","738,200",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","REGION 6 (AR LA NM OK TX)","00000000","","CATTLE","CATTLE, COWS, SLAUGHTER, COMMERCIAL, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","785,400",""
"SURVEY","1998","YEAR","","REGION : MULTI-STATE","","","","","","","","REGION 6 (AR LA NM OK TX)","00000000","","CATTLE","CATTLE, COWS, SLAUGHTER, COMMERCIAL, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","936,800",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","REGION 6 (AR LA NM OK TX)","00000000","","CATTLE","CATTLE, COWS, SLAUGHTER, COMMERCIAL, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","877,300",""
"SURVEY","1996","YEAR","","REGION : MULTI-STATE","","","","","","","","REGION 6 (AR LA NM OK TX)","00000000","","CATTLE","CATTLE, COWS, SLAUGHTER, COMMERCIAL, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,186,000",""
"SURVEY","1995","YEAR","","REGION : MULTI-STATE","","","","","","","","REGION 6 (AR LA NM OK TX)","00000000","","CATTLE","CATTLE, COWS, SLAUGHTER, COMMERCIAL, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","936,400",""
"SURVEY","1994","YEAR","","REGION : MULTI-STATE","","","","","","","","REGION 6 (AR LA NM OK TX)","00000000","","CATTLE","CATTLE, COWS, SLAUGHTER, COMMERCIAL, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","887,400",""
"SURVEY","1993","YEAR","","REGION : MULTI-STATE","","","","","","","","REGION 6 (AR LA NM OK TX)","00000000","","CATTLE","CATTLE, COWS, SLAUGHTER, COMMERCIAL, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","815,800",""
"SURVEY","1992","YEAR","","REGION : MULTI-STATE","","","","","","","","REGION 6 (AR LA NM OK TX)","00000000","","CATTLE","CATTLE, COWS, SLAUGHTER, COMMERCIAL, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","727,500",""
"SURVEY","1991","YEAR","","REGION : MULTI-STATE","","","","","","","","REGION 6 (AR LA NM OK TX)","00000000","","CATTLE","CATTLE, COWS, SLAUGHTER, COMMERCIAL, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","691,800",""
"SURVEY","1990","YEAR","","REGION : MULTI-STATE","","","","","","","","REGION 6 (AR LA NM OK TX)","00000000","","CATTLE","CATTLE, COWS, SLAUGHTER, COMMERCIAL, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","824,200",""
