Report Date,Region,Confirmed
04/02/2015,Northwest,"1,851"
04/02/2015,Southwest,292
04/02/2015,Eastern Area,"2,389"
04/01/2015,National,"5,618"
04/01/2015,Northwest,"1,320"
04/01/2015,Southwest,641
04/01/2015,Eastern Area,"1,323"
03/31/2015,National,"6,707"
03/31/2015,Northwest,"1,546"
03/31/2015,Southwest,360
03/31/2015,Eastern Area,"2,127"
03/30/2015,National,"6,344"
03/30/2015,Northwest,"2,121"
03/30/2015,Southwest,553
03/30/2015,Eastern Area,"1,405"
03/27/2015,National,"7,635"
03/27/2015,Northwest,"1,852"
03/27/2015,Southwest,816
03/27/2015,Eastern Area,"1,983"
03/26/2015,National,"6,132"
03/26/2015,Northwest,"1,553"
03/26/2015,Southwest,761
03/26/2015,Eastern Area,"1,985"
03/25/2015,National,"6,443"
03/25/2015,Northwest,"1,231"
03/25/2015,Southwest,516
03/25/2015,Eastern Area,"1,761"
03/24/2015,National,"7,190"
03/24/2015,Northwest,"1,830"
03/24/2015,Southwest,539
03/24/2015,Eastern Area,"1,799"
03/23/2015,National,"7,859"
03/23/2015,Northwest,"2,480"
03/23/2015,Southwest,384
03/23/2015,Eastern Area,"1,865"
03/20/2015,National,"7,708"
03/20/2015,Northwest,"2,275"
03/20/2015,Southwest,608
03/20/2015,Eastern Area,"1,871"
03/19/2015,National,"6,163"
03/19/2015,Northwest,"1,680"
03/19/2015,Southwest,557
03/19/2015,Eastern Area,"1,758"
03/18/2015,National,"7,484"
03/18/2015,Northwest,"2,137"
03/18/2015,Southwest,756
03/18/2015,Eastern Area,"1,622"
03/17/2015,National,"6,935"
03/17/2015,Northwest,"2,000"
03/17/2015,Southwest,412
03/17/2015,Eastern Area,"1,906"
03/16/2015,National,"6,984"
03/16/2015,Northwest,"1,758"
03/16/2015,Southwest,389
03/16/2015,Eastern Area,"1,489"
03/13/2015,National,"7,061"
03/13/2015,Northwest,"1,990"
03/13/2015,Southwest,519
03/13/2015,Eastern Area,"2,036"
03/12/2015,National,"6,673"
03/12/2015,Northwest,"2,016"
03/12/2015,Southwest,612
03/12/2015,Eastern Area,"1,937"
03/11/2015,National,"5,967"
03/11/2015,Northwest,"1,661"
03/11/2015,Southwest,808
03/11/2015,Eastern Area,"1,030"
03/10/2015,National,"7,836"
03/10/2015,Northwest,"2,453"
03/10/2015,Southwest,360
03/10/2015,Eastern Area,"2,208"
03/09/2015,National,"6,300"
03/09/2015,Northwest,"1,722"
03/09/2015,Southwest,456
03/09/2015,Eastern Area,"1,691"
03/06/2015,National,"6,281"
03/06/2015,Northwest,"2,290"
03/06/2015,Southwest,644
03/06/2015,Eastern Area,"1,287"
03/05/2015,National,"5,902"
03/05/2015,Northwest,"1,323"
03/05/2015,Southwest,948
03/05/2015,Eastern Area,"1,489"
03/04/2015,National,"7,204"
03/04/2015,Northwest,"1,483"
03/04/2015,Southwest,"1,092"
03/04/2015,Eastern Area,"1,860"
03/03/2015,National,"6,746"
03/03/2015,Northwest,"2,245"
03/03/2015,Southwest,625
03/03/2015,Eastern Area,"1,101"
03/02/2015,National,"6,787"
03/02/2015,Northwest,"1,869"
03/02/2015,Southwest,333
03/02/2015,Eastern Area,"1,859"
02/27/2015,National,"6,143"
02/27/2015,Northwest,"1,966"
02/27/2015,Southwest,800
02/27/2015,Eastern Area,"1,157"
02/26/2015,National,"5,975"
02/26/2015,Northwest,"1,231"
02/26/2015,Southwest,"1,263"
02/26/2015,Eastern Area,"1,182"
02/25/2015,National,"5,385"
02/25/2015,Northwest,"1,370"
02/25/2015,Southwest,688
02/25/2015,Eastern Area,"1,145"
02/24/2015,National,"6,378"
02/24/2015,Northwest,"2,394"
02/24/2015,Southwest,546
02/24/2015,Eastern Area,"1,207"
02/23/2015,National,"6,595"
02/23/2015,Northwest,"2,268"
02/23/2015,Southwest,359
02/23/2015,Eastern Area,"1,146"
02/20/2015,National,"5,522"
02/20/2015,Northwest,"1,406"
02/20/2015,Southwest,569
02/20/2015,Eastern Area,"1,227"
02/19/2015,National,"5,531"
02/19/2015,Northwest,"1,114"
02/19/2015,Southwest,492
02/19/2015,Eastern Area,"1,669"
02/18/2015,National,"6,691"
02/18/2015,Northwest,"1,452"
02/18/2015,Southwest,"1,001"
02/18/2015,Eastern Area,"1,284"
02/17/2015,National,"6,027"
02/17/2015,Northwest,"1,535"
02/17/2015,Southwest,355
02/17/2015,Eastern Area,995
02/16/2015,National,"8,021"
02/16/2015,Northwest,"2,809"
02/16/2015,Southwest,377
02/16/2015,Eastern Area,"2,457"
02/13/2015,National,"5,845"
02/13/2015,Northwest,"1,523"
02/13/2015,Southwest,565
02/13/2015,Eastern Area,"1,364"
02/12/2015,National,"6,489"
02/12/2015,Northwest,"1,401"
02/12/2015,Southwest,613
02/12/2015,Eastern Area,"1,997"
02/11/2015,National,"5,473"
02/11/2015,Northwest,"1,217"
02/11/2015,Southwest,800
02/11/2015,Eastern Area,"1,129"
02/10/2015,National,"6,619"
02/10/2015,Northwest,"2,111"
02/10/2015,Southwest,520
02/10/2015,Eastern Area,"1,549"
02/09/2015,National,"9,012"
02/09/2015,Northwest,"2,859"
02/09/2015,Southwest,506
02/09/2015,Eastern Area,"2,039"
02/06/2015,National,"6,094"
02/06/2015,Northwest,"1,669"
02/06/2015,Southwest,361
02/06/2015,Eastern Area,"1,377"
02/05/2015,National,"6,391"
02/05/2015,Northwest,"1,553"
02/05/2015,Southwest,723
02/05/2015,Eastern Area,"1,484"
02/04/2015,National,"6,028"
02/04/2015,Northwest,"1,445"
02/04/2015,Southwest,687
02/04/2015,Eastern Area,"1,550"
02/03/2015,National,"5,531"
02/03/2015,Northwest,"1,564"
02/03/2015,Southwest,168
02/03/2015,Eastern Area,"1,222"
02/02/2015,National,"9,989"
02/02/2015,Northwest,"2,545"
02/02/2015,Southwest,511
02/02/2015,Eastern Area,"2,263"
01/30/2015,National,"6,617"
01/30/2015,Northwest,"1,847"
01/30/2015,Southwest,669
01/30/2015,Eastern Area,"1,511"
01/29/2015,National,"7,200"
01/29/2015,Northwest,"1,217"
01/29/2015,Southwest,867
01/29/2015,Eastern Area,"2,088"
01/28/2015,National,"6,585"
01/28/2015,Northwest,"1,472"
01/28/2015,Southwest,553
01/28/2015,Eastern Area,"1,827"
01/27/2015,National,"7,313"
01/27/2015,Northwest,"1,654"
01/27/2015,Southwest,460
01/27/2015,Eastern Area,"2,389"
01/26/2015,National,"10,698"
01/26/2015,Northwest,"2,994"
01/26/2015,Southwest,787
01/26/2015,Eastern Area,"2,109"
01/23/2015,National,"7,315"
01/23/2015,Northwest,"1,827"
01/23/2015,Southwest,713
01/23/2015,Eastern Area,"1,999"
01/22/2015,National,"7,140"
01/22/2015,Northwest,"1,608"
01/22/2015,Southwest,818
01/22/2015,Eastern Area,"1,956"
01/21/2015,National,"6,084"
01/21/2015,Northwest,"1,319"
01/21/2015,Southwest,658
01/21/2015,Eastern Area,"1,650"
01/20/2015,National,"7,195"
01/20/2015,Northwest,"1,960"
01/20/2015,Southwest,241
01/20/2015,Eastern Area,"2,129"
01/19/2015,National,"10,194"
01/19/2015,Northwest,"2,463"
01/19/2015,Southwest,626
01/19/2015,Eastern Area,"1,839"
01/16/2015,National,"6,717"
01/16/2015,Northwest,"1,661"
01/16/2015,Southwest,367
01/16/2015,Eastern Area,"1,657"
01/15/2015,National,"6,016"
01/15/2015,Northwest,705
01/15/2015,Southwest,601
01/15/2015,Eastern Area,"2,050"
01/14/2015,National,"6,065"
01/14/2015,Northwest,"1,108"
01/14/2015,Southwest,687
01/14/2015,Eastern Area,"1,326"
01/13/2015,National,"6,631"
01/13/2015,Northwest,"1,960"
01/13/2015,Southwest,417
01/13/2015,Eastern Area,"1,895"
01/12/2015,National,"10,712"
01/12/2015,Northwest,"3,187"
01/12/2015,Southwest,605
01/12/2015,Eastern Area,"2,047"
01/09/2015,National,"7,380"
01/09/2015,Northwest,"1,976"
01/09/2015,Southwest,486
01/09/2015,Eastern Area,"2,023"
01/08/2015,National,"6,260"
01/08/2015,Northwest,"1,415"
01/08/2015,Southwest,546
01/08/2015,Eastern Area,"1,742"
01/07/2015,National,"5,723"
01/07/2015,Northwest,"1,111"
01/07/2015,Southwest,416
01/07/2015,Eastern Area,"1,879"
01/06/2015,National,"6,091"
01/06/2015,Northwest,"1,280"
01/06/2015,Southwest,480
01/06/2015,Eastern Area,"1,251"
01/05/2015,National,"9,172"
01/05/2015,Northwest,"2,147"
01/05/2015,Southwest,558
01/05/2015,Eastern Area,"1,912"
01/02/2015,National,"7,555"
01/02/2015,Northwest,"1,546"
01/02/2015,Southwest,"1,253"
01/02/2015,Eastern Area,"1,822"
12/31/2014,National,"7,569"
12/31/2014,Northwest,"1,015"
12/31/2014,Southwest,"1,036"
12/31/2014,Eastern Area,"2,459"
12/30/2014,National,"6,075"
12/30/2014,Northwest,811
12/30/2014,Southwest,"1,019"
12/30/2014,Eastern Area,"1,344"
12/29/2014,National,"7,404"
12/29/2014,Northwest,"2,612"
12/29/2014,Southwest,652
12/29/2014,Eastern Area,"1,433"
12/26/2014,National,"5,419"
12/26/2014,Northwest,"1,339"
12/26/2014,Southwest,522
12/26/2014,Eastern Area,"1,142"
12/24/2014,National,"5,563"
12/24/2014,Northwest,895
12/24/2014,Southwest,351
12/24/2014,Eastern Area,"1,884"
12/23/2014,National,"7,996"
12/23/2014,Northwest,"1,733"
12/23/2014,Southwest,508
12/23/2014,Eastern Area,"2,386"
12/22/2014,National,"6,927"
12/22/2014,Northwest,"1,835"
12/22/2014,Southwest,584
12/22/2014,Eastern Area,"1,520"
12/19/2014,National,"7,262"
12/19/2014,Northwest,"1,522"
12/19/2014,Southwest,430
12/19/2014,Eastern Area,"2,486"
12/18/2014,National,"6,135"
12/18/2014,Northwest,987
12/18/2014,Southwest,590
12/18/2014,Eastern Area,"1,832"
12/17/2014,National,"6,632"
12/17/2014,Northwest,"1,261"
12/17/2014,Southwest,213
12/17/2014,Eastern Area,"1,996"
12/16/2014,National,"6,535"
12/16/2014,Northwest,"2,025"
12/16/2014,Southwest,343
12/16/2014,Eastern Area,"1,579"
12/15/2014,National,"9,979"
12/15/2014,Northwest,"2,334"
12/15/2014,Southwest,574
12/15/2014,Eastern Area,"2,613"
12/12/2014,National,"7,031"
12/12/2014,Northwest,"1,455"
12/12/2014,Southwest,645
12/12/2014,Eastern Area,"1,907"
12/11/2014,National,"6,515"
12/11/2014,Northwest,"1,201"
12/11/2014,Southwest,497
12/11/2014,Eastern Area,"1,889"
12/10/2014,National,"6,463"
12/10/2014,Northwest,"1,041"
12/10/2014,Southwest,495
12/10/2014,Eastern Area,"1,891"
12/09/2014,National,"7,959"
12/09/2014,Northwest,"1,838"
12/09/2014,Southwest,551
12/09/2014,Eastern Area,"2,053"
12/08/2014,National,"9,333"
12/08/2014,Northwest,"2,374"
12/08/2014,Southwest,676
12/08/2014,Eastern Area,"2,944"
12/05/2014,National,"6,577"
12/05/2014,Northwest,"1,475"
12/05/2014,Southwest,641
12/05/2014,Eastern Area,"1,693"
12/04/2014,National,"6,985"
12/04/2014,Northwest,"1,519"
12/04/2014,Southwest,627
12/04/2014,Eastern Area,"2,363"
12/03/2014,National,"6,332"
12/03/2014,Northwest,"1,103"
12/03/2014,Southwest,548
12/03/2014,Eastern Area,"1,721"
12/02/2014,National,"5,809"
12/02/2014,Northwest,"1,180"
12/02/2014,Southwest,687
12/02/2014,Eastern Area,"1,376"
12/01/2014,National,"8,658"
12/01/2014,Northwest,"2,379"
12/01/2014,Southwest,741
12/01/2014,Eastern Area,"2,063"
11/28/2014,National,"4,988"
11/28/2014,Northwest,"1,504"
11/28/2014,Southwest,654
11/28/2014,Eastern Area,"1,456"
11/26/2014,National,"6,326"
11/26/2014,Northwest,"1,380"
11/26/2014,Southwest,511
11/26/2014,Eastern Area,"1,507"
11/25/2014,National,"6,875"
11/25/2014,Northwest,"1,587"
11/25/2014,Southwest,441
11/25/2014,Eastern Area,"1,890"
11/24/2014,National,"7,969"
11/24/2014,Northwest,"2,277"
11/24/2014,Southwest,482
11/24/2014,Eastern Area,"1,769"
11/21/2014,National,"6,049"
11/21/2014,Northwest,"1,471"
11/21/2014,Southwest,410
11/21/2014,Eastern Area,"1,514"
11/20/2014,National,"6,234"
11/20/2014,Northwest,"1,303"
11/20/2014,Southwest,411
11/20/2014,Eastern Area,"2,014"
11/19/2014,National,"6,821"
11/19/2014,Northwest,"1,355"
11/19/2014,Southwest,469
11/19/2014,Eastern Area,"2,177"
11/18/2014,National,"7,272"
11/18/2014,Northwest,"1,872"
11/18/2014,Southwest,231
11/18/2014,Eastern Area,"2,227"
11/17/2014,National,"7,409"
11/17/2014,Northwest,"1,955"
11/17/2014,Southwest,352
11/17/2014,Eastern Area,"2,216"
11/14/2014,National,"6,026"
11/14/2014,Northwest,"1,069"
11/14/2014,Southwest,830
11/14/2014,Eastern Area,"1,393"
11/13/2014,National,"6,331"
11/13/2014,Northwest,"1,335"
11/13/2014,Southwest,372
11/13/2014,Eastern Area,"2,657"
11/12/2014,National,"6,490"
11/12/2014,Northwest,"1,572"
11/12/2014,Southwest,330
11/12/2014,Eastern Area,"2,211"
11/11/2014,National,"8,344"
11/11/2014,Northwest,"1,930"
11/11/2014,Southwest,296
11/11/2014,Eastern Area,"2,421"
11/10/2014,National,"7,907"
11/10/2014,Northwest,"2,068"
11/10/2014,Southwest,435
11/10/2014,Eastern Area,"2,124"
11/07/2014,National,"6,510"
11/07/2014,Northwest,"1,568"
11/07/2014,Southwest,298
11/07/2014,Eastern Area,"2,182"
11/06/2014,National,"5,918"
11/06/2014,Northwest,"1,330"
11/06/2014,Southwest,543
11/06/2014,Eastern Area,"1,984"
11/05/2014,National,"7,453"
11/05/2014,Northwest,"1,403"
11/05/2014,Southwest,555
11/05/2014,Eastern Area,"2,397"
11/04/2014,National,"7,646"
11/04/2014,Northwest,"2,054"
11/04/2014,Southwest,474
11/04/2014,Eastern Area,"2,194"
11/03/2014,National,"8,632"
11/03/2014,Northwest,"3,021"
11/03/2014,Southwest,497
11/03/2014,Eastern Area,"1,938"
10/31/2014,National,"6,378"
10/31/2014,Northwest,"1,611"
10/31/2014,Southwest,384
10/31/2014,Eastern Area,"2,245"
10/30/2014,National,"6,882"
10/30/2014,Northwest,"1,615"
10/30/2014,Southwest,523
10/30/2014,Eastern Area,"2,464"
10/29/2014,National,"6,632"
10/29/2014,Northwest,"1,311"
10/29/2014,Southwest,345
10/29/2014,Eastern Area,"2,479"
10/28/2014,National,"6,366"
10/28/2014,Northwest,"1,580"
10/28/2014,Southwest,373
10/28/2014,Eastern Area,"1,696"
10/27/2014,National,"9,341"
10/27/2014,Northwest,"2,981"
10/27/2014,Southwest,326
10/27/2014,Eastern Area,"2,610"
10/24/2014,National,"6,883"
10/24/2014,Northwest,"1,577"
10/24/2014,Southwest,307
10/24/2014,Eastern Area,"2,269"
10/23/2014,National,"5,913"
10/23/2014,Northwest,926
10/23/2014,Southwest,426
10/23/2014,Eastern Area,"2,304"
10/22/2014,National,"5,898"
10/22/2014,Northwest,"1,189"
10/22/2014,Southwest,267
10/22/2014,Eastern Area,"1,942"
10/21/2014,National,"7,209"
10/21/2014,Northwest,"1,811"
10/21/2014,Southwest,320
10/21/2014,Eastern Area,"2,095"
10/20/2014,National,"7,501"
10/20/2014,Northwest,"2,600"
10/20/2014,Southwest,244
10/20/2014,Eastern Area,"2,673"
10/17/2014,National,"7,251"
10/17/2014,Northwest,"1,392"
10/17/2014,Southwest,266
10/17/2014,Eastern Area,"2,448"
10/16/2014,National,"5,965"
10/16/2014,Northwest,"1,593"
10/16/2014,Southwest,327
10/16/2014,Eastern Area,"1,949"
10/15/2014,National,"6,344"
10/15/2014,Northwest,"1,681"
10/15/2014,Southwest,272
10/15/2014,Eastern Area,"1,765"
10/14/2014,National,"7,270"
10/14/2014,Northwest,"1,777"
10/14/2014,Southwest,351
10/14/2014,Eastern Area,"2,260"
10/13/2014,National,"9,117"
10/13/2014,Northwest,"4,209"
10/13/2014,Southwest,178
10/13/2014,Eastern Area,"2,708"
10/10/2014,National,"7,282"
10/10/2014,Northwest,"1,549"
10/10/2014,Southwest,469
10/10/2014,Eastern Area,"2,413"
10/09/2014,National,"5,910"
10/09/2014,Northwest,"1,290"
10/09/2014,Southwest,266
10/09/2014,Eastern Area,"2,019"
10/08/2014,National,"6,079"
10/08/2014,Northwest,"1,263"
10/08/2014,Southwest,545
10/08/2014,Eastern Area,"1,674"
10/07/2014,National,"7,882"
10/07/2014,Northwest,"1,723"
10/07/2014,Southwest,162
10/07/2014,Eastern Area,"2,544"
10/06/2014,National,"7,956"
10/06/2014,Northwest,"2,330"
10/06/2014,Southwest,253
10/06/2014,Eastern Area,"2,590"
10/03/2014,National,"5,839"
10/03/2014,Northwest,"1,392"
10/03/2014,Southwest,391
10/03/2014,Eastern Area,"1,876"
10/02/2014,National,"6,013"
10/02/2014,Northwest,"1,171"
10/02/2014,Southwest,248
10/02/2014,Eastern Area,"2,405"
10/01/2014,National,"5,481"
10/01/2014,Northwest,"1,342"
10/01/2014,Southwest,466
10/01/2014,Eastern Area,"1,516"
09/30/2014,National,"6,731"
09/30/2014,Northwest,"1,686"
09/30/2014,Southwest,524
09/30/2014,Eastern Area,"1,991"
09/29/2014,National,"6,474"
09/29/2014,Northwest,"1,759"
09/29/2014,Southwest,213
09/29/2014,Eastern Area,"2,052"
09/26/2014,National,"5,974"
09/26/2014,Northwest,"1,306"
09/26/2014,Southwest,381
09/26/2014,Eastern Area,"1,877"
09/25/2014,National,"6,306"
09/25/2014,Northwest,"1,301"
09/25/2014,Southwest,350
09/25/2014,Eastern Area,"2,092"
09/24/2014,National,"6,450"
09/24/2014,Northwest,"1,106"
09/24/2014,Southwest,378
09/24/2014,Eastern Area,"2,088"
09/23/2014,National,"7,428"
09/23/2014,Northwest,"1,427"
09/23/2014,Southwest,644
09/23/2014,Eastern Area,"2,049"
09/22/2014,National,"7,237"
09/22/2014,Northwest,"1,802"
09/22/2014,Southwest,582
09/22/2014,Eastern Area,"2,407"
09/19/2014,National,"6,013"
09/19/2014,Northwest,"1,292"
09/19/2014,Southwest,596
09/19/2014,Eastern Area,"1,937"
09/18/2014,National,"6,697"
09/18/2014,Northwest,"1,391"
09/18/2014,Southwest,326
09/18/2014,Eastern Area,"2,168"
09/17/2014,National,"6,189"
09/17/2014,Northwest,"1,095"
09/17/2014,Southwest,404
09/17/2014,Eastern Area,"2,035"
09/16/2014,National,"6,851"
09/16/2014,Northwest,"1,500"
09/16/2014,Southwest,327
09/16/2014,Eastern Area,"1,882"
09/15/2014,National,"6,673"
09/15/2014,Northwest,875
09/15/2014,Southwest,199
09/15/2014,Eastern Area,"2,126"
09/12/2014,National,"5,982"
09/12/2014,Northwest,"1,532"
09/12/2014,Southwest,387
09/12/2014,Eastern Area,"2,021"
09/11/2014,National,"6,222"
09/11/2014,Northwest,"1,441"
09/11/2014,Southwest,189
09/11/2014,Eastern Area,"2,233"
09/10/2014,National,"6,123"
09/10/2014,Northwest,"1,263"
09/10/2014,Southwest,581
09/10/2014,Eastern Area,"1,863"
09/09/2014,National,"6,644"
09/09/2014,Northwest,"1,715"
09/09/2014,Southwest,530
09/09/2014,Eastern Area,"1,720"
09/08/2014,National,"7,478"
09/08/2014,Northwest,"2,161"
09/08/2014,Southwest,355
09/08/2014,Eastern Area,"1,626"
09/05/2014,National,"6,523"
09/05/2014,Northwest,"1,160"
09/05/2014,Southwest,398
09/05/2014,Eastern Area,"2,362"
09/04/2014,National,"6,692"
09/04/2014,Northwest,"1,288"
09/04/2014,Southwest,402
09/04/2014,Eastern Area,"2,187"
09/03/2014,National,"7,544"
09/03/2014,Northwest,"1,583"
09/03/2014,Southwest,352
09/03/2014,Eastern Area,"2,021"
09/02/2014,National,"7,062"
09/02/2014,Northwest,"2,355"
09/02/2014,Southwest,571
09/02/2014,Eastern Area,"1,640"
08/29/2014,National,"6,012"
08/29/2014,Northwest,"1,323"
08/29/2014,Southwest,434
08/29/2014,Eastern Area,"2,005"
08/28/2014,National,"5,954"
08/28/2014,Northwest,"1,278"
08/28/2014,Southwest,293
08/28/2014,Eastern Area,"1,828"
08/27/2014,National,"5,846"
08/27/2014,Northwest,"1,156"
08/27/2014,Southwest,313
08/27/2014,Eastern Area,"2,041"
08/26/2014,National,"6,180"
08/26/2014,Northwest,"1,470"
08/26/2014,Southwest,239
08/26/2014,Eastern Area,"2,100"
08/25/2014,National,"7,440"
08/25/2014,Northwest,"2,394"
08/25/2014,Southwest,245
08/25/2014,Eastern Area,"2,297"
08/22/2014,National,"6,802"
08/22/2014,Northwest,"1,386"
08/22/2014,Southwest,516
08/22/2014,Eastern Area,"1,893"
08/21/2014,National,"5,174"
08/21/2014,Northwest,"1,110"
08/21/2014,Southwest,665
08/21/2014,Eastern Area,"1,648"
08/20/2014,National,"6,100"
08/20/2014,Northwest,"1,478"
08/20/2014,Southwest,252
08/20/2014,Eastern Area,"2,021"
08/19/2014,National,"6,221"
08/19/2014,Northwest,"1,437"
08/19/2014,Southwest,380
08/19/2014,Eastern Area,"2,043"
08/18/2014,National,"5,612"
08/18/2014,Northwest,998
08/18/2014,Southwest,403
08/18/2014,Eastern Area,"1,831"
08/15/2014,National,"6,244"
08/15/2014,Northwest,"1,485"
08/15/2014,Southwest,343
08/15/2014,Eastern Area,"2,013"
08/14/2014,National,"6,684"
08/14/2014,Northwest,"1,430"
08/14/2014,Southwest,377
08/14/2014,Eastern Area,"2,505"
08/13/2014,National,"6,278"
08/13/2014,Northwest,"2,009"
08/13/2014,Southwest,269
08/13/2014,Eastern Area,"1,999"
08/12/2014,National,"5,508"
08/12/2014,Northwest,"1,189"
08/12/2014,Southwest,263
08/12/2014,Eastern Area,"1,849"
08/11/2014,National,"6,738"
08/11/2014,Northwest,"1,351"
08/11/2014,Southwest,185
08/11/2014,Eastern Area,"2,575"
08/08/2014,National,"5,666"
08/08/2014,Northwest,"1,498"
08/08/2014,Southwest,367
08/08/2014,Eastern Area,"1,693"
08/07/2014,National,"5,808"
08/07/2014,Northwest,"1,406"
08/07/2014,Southwest,374
08/07/2014,Eastern Area,"2,163"
08/06/2014,National,"5,590"
08/06/2014,Northwest,"1,531"
08/06/2014,Southwest,390
08/06/2014,Eastern Area,"1,353"
08/05/2014,National,"5,437"
08/05/2014,Northwest,"1,311"
08/05/2014,Southwest,529
08/05/2014,Eastern Area,"1,638"
08/04/2014,National,"6,149"
08/04/2014,Northwest,"1,533"
08/04/2014,Southwest,315
08/04/2014,Eastern Area,"2,096"
08/01/2014,National,"5,042"
08/01/2014,Northwest,"1,375"
08/01/2014,Southwest,227
08/01/2014,Eastern Area,"1,569"
07/31/2014,National,"4,835"
07/31/2014,Northwest,"1,353"
07/31/2014,Southwest,147
07/31/2014,Eastern Area,"1,597"
07/30/2014,National,"5,951"
07/30/2014,Northwest,"2,000"
07/30/2014,Southwest,527
07/30/2014,Eastern Area,"1,634"
07/29/2014,National,"5,956"
07/29/2014,Northwest,"1,297"
07/29/2014,Southwest,390
07/29/2014,Eastern Area,"2,062"
07/28/2014,National,"5,692"
07/28/2014,Northwest,"1,549"
07/28/2014,Southwest,152
07/28/2014,Eastern Area,"1,701"
07/25/2014,National,"6,812"
07/25/2014,Northwest,"1,428"
07/25/2014,Southwest,334
07/25/2014,Eastern Area,"2,453"
07/24/2014,National,"5,261"
07/24/2014,Northwest,"1,519"
07/24/2014,Southwest,552
07/24/2014,Eastern Area,"1,552"
07/23/2014,National,"5,151"
07/23/2014,Northwest,"1,085"
07/23/2014,Southwest,126
07/23/2014,Eastern Area,"1,665"
07/22/2014,National,"6,303"
07/22/2014,Northwest,"1,079"
07/22/2014,Southwest,417
07/22/2014,Eastern Area,"2,124"
07/21/2014,National,"5,343"
07/21/2014,Northwest,"1,279"
07/21/2014,Southwest,250
07/21/2014,Eastern Area,"1,770"
07/18/2014,National,"7,394"
07/18/2014,Northwest,"1,810"
07/18/2014,Southwest,629
07/18/2014,Eastern Area,"1,973"
07/17/2014,National,"6,018"
07/17/2014,Northwest,"1,582"
07/17/2014,Southwest,317
07/17/2014,Eastern Area,"1,785"
07/16/2014,National,"6,374"
07/16/2014,Northwest,"2,045"
07/16/2014,Southwest,415
07/16/2014,Eastern Area,"1,832"
07/15/2014,National,"6,281"
07/15/2014,Northwest,"1,497"
07/15/2014,Southwest,481
07/15/2014,Eastern Area,"1,759"
07/14/2014,National,"6,492"
07/14/2014,Northwest,"1,512"
07/14/2014,Southwest,427
07/14/2014,Eastern Area,"1,913"
07/11/2014,National,"6,506"
07/11/2014,Northwest,"1,504"
07/11/2014,Southwest,827
07/11/2014,Eastern Area,"2,191"
07/10/2014,National,"6,274"
07/10/2014,Northwest,961
07/10/2014,Southwest,810
07/10/2014,Eastern Area,"2,100"
07/09/2014,National,"4,538"
07/09/2014,Northwest,"1,209"
07/09/2014,Southwest,959
07/09/2014,Eastern Area,747
07/08/2014,National,"7,747"
07/08/2014,Northwest,"1,353"
07/08/2014,Southwest,"1,207"
07/08/2014,Eastern Area,"1,580"
07/07/2014,National,"5,446"
07/07/2014,Northwest,"1,399"
07/07/2014,Southwest,343
07/07/2014,Eastern Area,"1,045"
07/03/2014,National,"6,744"
07/03/2014,Northwest,"1,542"
07/03/2014,Southwest,623
07/03/2014,Eastern Area,"1,976"
07/02/2014,National,"5,918"
07/02/2014,Northwest,"2,011"
07/02/2014,Southwest,451
07/02/2014,Eastern Area,"1,748"
07/01/2014,National,"5,612"
07/01/2014,Northwest,954
07/01/2014,Southwest,465
07/01/2014,Eastern Area,"1,485"
06/30/2014,National,"6,038"
06/30/2014,Northwest,"1,331"
06/30/2014,Southwest,277
06/30/2014,Eastern Area,"1,919"
06/27/2014,National,"4,582"
06/27/2014,Northwest,"1,095"
06/27/2014,Southwest,378
06/27/2014,Eastern Area,"1,447"
06/26/2014,National,"4,918"
06/26/2014,Northwest,"1,237"
06/26/2014,Southwest,366
06/26/2014,Eastern Area,"1,356"
06/25/2014,National,"5,460"
06/25/2014,Northwest,"1,256"
06/25/2014,Southwest,392
06/25/2014,Eastern Area,"1,569"
06/24/2014,National,"4,926"
06/24/2014,Northwest,"1,187"
06/24/2014,Southwest,312
06/24/2014,Eastern Area,"1,197"
06/23/2014,National,"5,497"
06/23/2014,Northwest,"1,323"
06/23/2014,Southwest,405
06/23/2014,Eastern Area,"1,836"
06/20/2014,National,"5,153"
06/20/2014,Northwest,"1,153"
06/20/2014,Southwest,433
06/20/2014,Eastern Area,"1,410"
06/19/2014,National,"5,709"
06/19/2014,Northwest,"1,580"
06/19/2014,Southwest,583
06/19/2014,Eastern Area,"1,551"
06/18/2014,National,"5,998"
06/18/2014,Northwest,"1,274"
06/18/2014,Southwest,364
06/18/2014,Eastern Area,"1,681"
06/17/2014,National,"5,024"
06/17/2014,Northwest,"1,424"
06/17/2014,Southwest,225
06/17/2014,Eastern Area,"1,501"
06/16/2014,National,"6,469"
06/16/2014,Northwest,"1,857"
06/16/2014,Southwest,320
06/16/2014,Eastern Area,"1,294"
06/13/2014,National,"5,538"
06/13/2014,Northwest,"1,204"
06/13/2014,Southwest,517
06/13/2014,Eastern Area,"1,723"
06/12/2014,National,"5,656"
06/12/2014,Northwest,"1,008"
06/12/2014,Southwest,427
06/12/2014,Eastern Area,"1,990"
06/11/2014,National,"5,202"
06/11/2014,Northwest,"1,330"
06/11/2014,Southwest,392
06/11/2014,Eastern Area,"1,215"
06/10/2014,National,"6,886"
06/10/2014,Northwest,"1,881"
06/10/2014,Southwest,385
06/10/2014,Eastern Area,"1,749"
06/09/2014,National,"6,568"
06/09/2014,Northwest,"1,922"
06/09/2014,Southwest,464
06/09/2014,Eastern Area,"1,624"
